"Date","Transaction","Name","Memo","Amount"
"3/30/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-13.7700"
"3/30/2018","DEBIT","DEBIT PURCHASE -VISA DICK'S SPORTINGGLEXINGTON   KY","Download from usbank.com. DICK'S SPORTINGGLEXINGTON   KY","-107.0300"
"3/30/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-35.7100"
"3/30/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-54.4400"
"4/2/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-12.0000"
"4/2/2018","DEBIT","DEBIT PURCHASE -VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-1.4900"
"4/3/2018","DEBIT","DEBIT PURCHASE - VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-14.9900"
"4/3/2018","DEBIT","DEBIT PURCHASE -VISA LIQUOR BARN-RICHLEXINGTON   KY","Download from usbank.com. LIQUOR BARN-RICHLEXINGTON   KY","-21.1900"
"4/3/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-730.5800"
"4/4/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-31.7900"
"4/4/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-7.6000"
"4/6/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"4/6/2018","DEBIT","DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA","Download from usbank.com. Amazon.com      AMZN.COM/BILWA","-6.0000"
"4/6/2018","DEBIT","WEB AUTHORIZED PMT CAPITAL ONE","Download from usbank.com. CAPITAL ONE","-251.7300"
"4/9/2018","DEBIT","DEBIT PURCHASE SAMSCLUB #8188  LEXINGTON   KY","Download from usbank.com. SAMSCLUB #8188  LEXINGTON   KY","-38.1000"
"4/9/2018","DEBIT","DEBIT PURCHASE -VISA DICK'S CLOTHING&LEXINGTON   KY","Download from usbank.com. DICK'S CLOTHING&LEXINGTON   KY","-25.4400"
"4/9/2018","DEBIT","DEBIT PURCHASE -VISA WILLIAMS-SONOMA LEXINGTON   KY","Download from usbank.com. WILLIAMS-SONOMA LEXINGTON   KY","-12.6800"
"4/9/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"4/9/2018","DEBIT","DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA","Download from usbank.com. AmazonPrime Membamzn.com/prmWA","-13.7700"
"4/10/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-15.0000"
"4/11/2018","DEBIT","DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA","Download from usbank.com. AMZN InstallmentAMZN.COM/BILWA","-20.8000"
"4/11/2018","DEBIT","DEBIT PURCHASE - VISA DSC*DOLLAR SHAVE866-2232780 CA","Download from usbank.com. DSC*DOLLAR SHAVE866-2232780 CA","-3.0000"
"4/12/2018","DEBIT","DEBIT PURCHASE -VISA BLIZZARD ENTERTA949-955-1380CA","Download from usbank.com. BLIZZARD ENTERTA949-955-1380CA","-49.9900"
"4/13/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","635.3700"
"4/13/2018","CREDIT","ATM DEPOSIT US BANK RICHMONDLEXINGTON   KYUS1","Download from usbank.com. US BANK RICHMONDLEXINGTON   KYUS1","71.0600"
"4/16/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-35.6600"
"4/16/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"4/18/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"4/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-36.3300"
"4/18/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-8.9900"
"4/19/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-13.7700"
"4/19/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-15.5600"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA BOYD THORNTON   LEXINGTON   KY","Download from usbank.com. BOYD THORNTON   LEXINGTON   KY","-120.0000"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA YELPINC*EATSTREESHOP@YELP.COCA","Download from usbank.com. YELPINC*EATSTREESHOP@YELP.COCA","-18.1700"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA PAYPAL *FANATICA35314369001","Download from usbank.com. PAYPAL *FANATICA35314369001","-4.9900"
"4/23/2018","DEBIT","INTERNATIONAL PROCESSING FEE ","Download from usbank.com. ","-0.0900"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-23.8200"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-40.2700"
"4/23/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-9.9900"
"4/23/2018","DEBIT","DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY","Download from usbank.com. TARGET        00LEXINGTON   KY","-16.3000"
"4/24/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"4/24/2018","DEBIT","DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8106CA","Download from usbank.com. ROKU FOR HBO    816-272-8106CA","-14.9900"
"4/24/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #407     LEXINGTON   KY","Download from usbank.com. KROGER #407     LEXINGTON   KY","-8.3400"
"4/24/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"4/25/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-107.8000"
"4/27/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","651.3200"
"4/30/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-10.9900"
"4/30/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-32.3300"
"4/30/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-9.1700"
"5/2/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-14.8300"
"5/2/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-7.0000"
"5/3/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-729.1200"
"5/4/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-33.8600"
"5/7/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-31.7900"
"5/7/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-4.6700"
"5/7/2018","DEBIT","DEBIT PURCHASE -VISA SQ *COMMON GROUNLEXINGTON   KY","Download from usbank.com. SQ *COMMON GROUNLEXINGTON   KY","-5.4900"
"5/7/2018","DEBIT","CHECK PRINTING CHARGE 180504CHECK/ACC.8410216800                  PPD","Download from usbank.com. 180504CHECK/ACC.8410216800                  PPD","-19.7200"
"5/8/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"5/9/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE AMZN.COM/BILWA","Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","-14.7900"
"5/9/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"5/9/2018","DEBIT","DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA","Download from usbank.com. AmazonPrime Membamzn.com/prmWA","-13.7700"
"5/10/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-16.1500"
"5/11/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","1235.1100"
"5/11/2018","DEBIT","DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA","Download from usbank.com. AMZN InstallmentAMZN.COM/BILWA","-16.0000"
"5/11/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-18.0100"
"5/11/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-40.2200"
"5/11/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-2.4900"
"5/14/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"5/14/2018","DEBIT","DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY","Download from usbank.com. KROGER #7 4750 HLEXINGTON   KY","-16.9800"
"5/15/2018","DEBIT","DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-49.4100"
"5/15/2018","DEBIT","DEBIT PURCHASE -VISA SHAMMYS AUTO WASLEXINGTON   KY","Download from usbank.com. SHAMMYS AUTO WASLEXINGTON   KY","-9.0000"
"5/15/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"5/16/2018","DEBIT","DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA","Download from usbank.com. Steamgames.com42425-9522985 WA","-4.9400"
"5/17/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-4.2300"
"5/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-26.4900"
"5/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-5.0000"
"5/21/2018","DEBIT","DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-15.0000"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA FIRST WATCH MAN LEXINGTON   KY","Download from usbank.com. FIRST WATCH MAN LEXINGTON   KY","-15.0300"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY","Download from usbank.com. TARGET        00LEXINGTON   KY","-8.4600"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA GAMESTOP #839   LEXINGTON   KY","Download from usbank.com. GAMESTOP #839   LEXINGTON   KY","-42.3900"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA STARBUCKS STORE LEXINGTON   KY","Download from usbank.com. STARBUCKS STORE LEXINGTON   KY","-5.8800"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA DAIRY QUEEN #130PRESTONSBURGKY","Download from usbank.com. DAIRY QUEEN #130PRESTONSBURGKY","-3.2700"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-21.4600"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA LYFT   *RIDE SATLYFT.COM    CA","Download from usbank.com. LYFT   *RIDE SATLYFT.COM    CA","-23.9100"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA LYFT   *RIDE SATLYFT.COM    CA","Download from usbank.com. LYFT   *RIDE SATLYFT.COM    CA","-27.1500"
"5/21/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-4.9400"
"5/22/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA","Download from usbank.com. AMAZON MKTPLACE WWW.AMAZON.CWA","-6.6300"
"5/22/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA","Download from usbank.com. AMAZON MKTPLACE WWW.AMAZON.CWA","-71.1700"
"5/22/2018","DEBIT","DEBIT PURCHASE -VISA GIANT BOMB      888-274-5343CA","Download from usbank.com. GIANT BOMB      888-274-5343CA","-37.1000"
"5/23/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"5/23/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"5/23/2018","0000000177","CHECK","Download from usbank.com. ","-184.6000"
"5/24/2018","DEBIT","DEBIT PURCHASE -VISA THE SPORT & SOCI603-8674422 KY","Download from usbank.com. THE SPORT & SOCI603-8674422 KY","-59.0000"
"5/24/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-89.8500"
"5/24/2018","DEBIT","ELECTRONIC WITHDRAWAL PARK FCU","Download from usbank.com. PARK FCU","-199.0900"
"5/25/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","1508.1600"
"5/25/2018","DEBIT","DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA","Download from usbank.com. ROKU FOR HBO    816-272-8107CA","-14.9900"
"5/25/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-13.4500"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA","Download from usbank.com. PP*HUMBLEBUNDL H402-935-7733CA","-12.0000"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA WAL-MART #2060  LEXINGTON   KY","Download from usbank.com. WAL-MART #2060  LEXINGTON   KY","-29.4600"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-44.8000"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA MOD TATES CREEK LEXINGTON   KY","Download from usbank.com. MOD TATES CREEK LEXINGTON   KY","-12.2200"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA DICK'S CLOTHING&LEXINGTON   KY","Download from usbank.com. DICK'S CLOTHING&LEXINGTON   KY","-95.4000"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-28.8900"
"5/29/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-6.4000"
"5/29/2018","DEBIT","WEB AUTHORIZED PMT CAPITAL ONE","Download from usbank.com. CAPITAL ONE","-153.2000"
"5/30/2018","DEBIT","DEBIT PURCHASE -VISA FANDANGO.COM    FANDANGO.COMCA","Download from usbank.com. FANDANGO.COM    FANDANGO.COMCA","-8.9200"
"5/30/2018","DEBIT","DEBIT PURCHASE -VISA CINEMARK THEATRELEXINGTON   KY","Download from usbank.com. CINEMARK THEATRELEXINGTON   KY","-4.2500"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-25.4300"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-11.5300"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA WAL-MART #2060  LEXINGTON   KY","Download from usbank.com. WAL-MART #2060  LEXINGTON   KY","-17.3700"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-7.2800"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA CARRABBAS 6802  RICHMOND    KY","Download from usbank.com. CARRABBAS 6802  RICHMOND    KY","-50.0000"
"6/4/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-12.6100"
"6/4/2018","DEBIT","WEB AUTHORIZED PMT PL*LeinbachCompa","Download from usbank.com. PL*LeinbachCompa","-728.5200"
"6/6/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA","Download from usbank.com. AMAZON MKTPLACE WWW.AMAZON.CWA","-4.9900"
"6/6/2018","DEBIT","DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI","Download from usbank.com. DELTA DENTAL OF OKEMOS      MI","-25.1900"
"6/6/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-33.9000"
"6/7/2018","DEBIT","DEBIT PURCHASE -VISA APL* ITUNES.COM/866-712-7753CA","Download from usbank.com. APL* ITUNES.COM/866-712-7753CA","-6.3500"
"6/8/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","2242.9300"
"6/8/2018","DEBIT","DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY","Download from usbank.com. 1170 GREAT CLIPSLEXINGTON   KY","-20.0000"
"6/8/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-16.3200"
"6/11/2018","DEBIT","DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY","Download from usbank.com. Spotify USA     646-8375380 NY","-5.2900"
"6/11/2018","DEBIT","DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA","Download from usbank.com. AmazonPrime Membamzn.com/prmWA","-13.7700"
"6/11/2018","DEBIT","DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA","Download from usbank.com. AMZN InstallmentAMZN.COM/BILWA","-16.0000"
"6/11/2018","DEBIT","DEBIT PURCHASE -VISA SAMSCLUB #8188  LEXINGTON   KY","Download from usbank.com. SAMSCLUB #8188  LEXINGTON   KY","-43.3800"
"6/11/2018","DEBIT","DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-36.2600"
"6/12/2018","DEBIT","DEBIT PURCHASE -VISA SQ *GOODFELLAS Mgosq.com    KY","Download from usbank.com. SQ *GOODFELLAS Mgosq.com    KY","-18.9700"
"6/13/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-13.2300"
"6/14/2018","DEBIT","DEBIT PURCHASE -VISA EYEBUYDIRECT INC512-241-0654TX","Download from usbank.com. EYEBUYDIRECT INC512-241-0654TX","-33.9100"
"6/15/2018","DEBIT","DEBIT PURCHASE -VISA ZAXBY'S #31303  LEXINGTON   KY","Download from usbank.com. ZAXBY'S #31303  LEXINGTON   KY","-6.8800"
"6/15/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-2.9600"
"6/15/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-0.9900"
"6/15/2018","DEBIT","DEBIT PURCHASE -VISA Audible         adbl.co/billNJ","Download from usbank.com. Audible         adbl.co/billNJ","-15.8500"
"6/15/2018","DEBIT","DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY","Download from usbank.com. COSTCO WHSE #115LEXINGTON   KY","-243.7700"
"6/18/2018","CREDIT","ATM DEPOSIT US BANK RICHMONDLEXINGTON   KYUS1","Download from usbank.com. US BANK RICHMONDLEXINGTON   KYUS1","343.7700"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-10.6600"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA GAMESTOP #839   LEXINGTON   KY","Download from usbank.com. GAMESTOP #839   LEXINGTON   KY","-40.0000"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY","Download from usbank.com. TARGET        00LEXINGTON   KY","-10.0500"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA 51901 - NORTH LILEXINGTON   KY","Download from usbank.com. 51901 - NORTH LILEXINGTON   KY","-10.0000"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA WEST MAIN CRAFTILEXINGTON   KY","Download from usbank.com. WEST MAIN CRAFTILEXINGTON   KY","-27.2600"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA SQ *GOODFELLAS MLEXINGTON   KY","Download from usbank.com. SQ *GOODFELLAS MLEXINGTON   KY","-8.5300"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY","Download from usbank.com. KROGER FUEL #872LEXINGTON   KY","-38.5400"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA","Download from usbank.com. STARBUCKS       800-782-7282WA","-25.0000"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-12.9200"
"6/18/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-15.8900"
"6/19/2018","DEBIT","DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA","Download from usbank.com. Steamgames.com42425-9522985 WA","-14.0900"
"6/19/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-4.4800"
"6/20/2018","DEBIT","DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA","Download from usbank.com. AMAZON.COM AMZN.AMZN.COM/BILWA","-55.3100"
"6/21/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-4.4800"
"6/22/2018","CREDIT","ELECTRONIC DEPOSIT Conduent Bus Svc","Download from usbank.com. Conduent Bus Svc","1414.6500"
"6/22/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-3.4900"
"6/22/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-59.3400"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH","Download from usbank.com. SUITE SOLUTIONS 419-4756538 OH","-70.8200"
"6/25/2018","DEBIT","DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA","Download from usbank.com. PAYPAL *MUMBLEBO402-935-7733CA","-2.1900"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA DICK'S CLOTHING&LEXINGTON   KY","Download from usbank.com. DICK'S CLOTHING&LEXINGTON   KY","-25.4400"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA","Download from usbank.com. STARBUCKS       800-782-7282WA","-25.0000"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA INSOMNIA COOKIESLEXINGTON   KY","Download from usbank.com. INSOMNIA COOKIESLEXINGTON   KY","-9.3300"
"6/25/2018","DEBIT","DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-39.7300"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA","Download from usbank.com. ROKU FOR HBO    816-272-8107CA","-14.9900"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY","Download from usbank.com. BLUE GRASS ENERG888-5464243 KY","-73.1500"
"6/25/2018","DEBIT","DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA","Download from usbank.com. STEAMGAMES.COM  425-889-9642WA","-4.9900"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA THE VILLAGE IDIOLEXINGTON   KY","Download from usbank.com. THE VILLAGE IDIOLEXINGTON   KY","-100.0000"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY","Download from usbank.com. KROGER #721     LEXINGTON   KY","-14.6100"
"6/25/2018","DEBIT","DEBIT PURCHASE -VISA Amazon Services-866-321-8851WA","Download from usbank.com. Amazon Services-866-321-8851WA","-3.1700"
