,Date,Transaction,Name,Amount,Vendor
235,5/11/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.49,Kroger
236,5/14/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
237,5/14/2018,DEBIT,DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY,-16.98,Kroger
238,5/15/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-49.41,Costco
239,5/15/2018,DEBIT,DEBIT PURCHASE -VISA SHAMMYS AUTO WASLEXINGTON   KY,-9.0,Lexington Sport Social Club
240,5/15/2018,DEBIT,DEBIT PURCHASE -VISA Audible         adbl.co/billNJ,-15.85,Audible
241,5/16/2018,DEBIT,DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA,-4.94,Steam
242,5/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-4.23,Kroger
243,5/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-26.49,Kroger
244,5/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-5.0,Kroger
245,5/21/2018,DEBIT,DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA,-15.0,Steam
246,5/21/2018,DEBIT,DEBIT PURCHASE -VISA FIRST WATCH MAN LEXINGTON   KY,-15.03,IRS Refund
247,5/21/2018,DEBIT,DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY,-8.46,Target
248,5/21/2018,DEBIT,DEBIT PURCHASE -VISA GAMESTOP #839   LEXINGTON   KY,-42.39,Gamestop
249,5/21/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE LEXINGTON   KY,-5.88,Starbucks
250,5/21/2018,DEBIT,DEBIT PURCHASE -VISA DAIRY QUEEN #130PRESTONSBURGKY,-3.27,Air and Vacuum
251,5/21/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-21.46,Kroger
252,5/21/2018,DEBIT,DEBIT PURCHASE -VISA LYFT   *RIDE SATLYFT.COM    CA,-23.91,Lyft
253,5/21/2018,DEBIT,DEBIT PURCHASE -VISA LYFT   *RIDE SATLYFT.COM    CA,-27.15,Lyft
254,5/21/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-4.94,Kroger
255,5/22/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA,-6.63,Amazon
256,5/22/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA,-71.17,Amazon
257,5/22/2018,DEBIT,DEBIT PURCHASE -VISA GIANT BOMB      888-274-5343CA,-37.1,Giant Bomb
258,5/23/2018,DEBIT,DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH,-70.82,Suite Solutions
259,5/23/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
260,5/23/2018,0000000177,CHECK,-184.6,Check
261,5/24/2018,DEBIT,DEBIT PURCHASE -VISA THE SPORT & SOCI603-8674422 KY,-59.0,The Village Idiot
262,5/24/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-89.85,Blue Grass Energy
263,5/24/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
264,5/25/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1508.16,Conduent
265,5/25/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
266,5/25/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-13.45,Kroger
267,5/29/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
268,5/29/2018,DEBIT,DEBIT PURCHASE -VISA WAL-MART #2060  LEXINGTON   KY,-29.46,Wal-Mart
269,5/29/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-44.8,Kroger
270,5/29/2018,DEBIT,DEBIT PURCHASE -VISA MOD TATES CREEK LEXINGTON   KY,-12.22,Mod Pizza
271,5/29/2018,DEBIT,DEBIT PURCHASE -VISA DICK'S CLOTHING&LEXINGTON   KY,-95.4,Dick's
272,5/29/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA,-28.89,Amazon
273,5/29/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-6.4,Kroger
274,5/29/2018,DEBIT,WEB AUTHORIZED PMT CAPITAL ONE,-153.2,Capital One
275,5/30/2018,DEBIT,DEBIT PURCHASE -VISA FANDANGO.COM    FANDANGO.COMCA,-8.92,Fandango
276,5/30/2018,DEBIT,DEBIT PURCHASE -VISA CINEMARK THEATRELEXINGTON   KY,-4.25,Cinemark
277,6/4/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-25.43,Kroger
278,6/4/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-11.53,Kroger
279,6/4/2018,DEBIT,DEBIT PURCHASE -VISA WAL-MART #2060  LEXINGTON   KY,-17.37,Wal-Mart
280,6/4/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-7.28,Kroger
281,6/4/2018,DEBIT,DEBIT PURCHASE -VISA CARRABBAS 6802  RICHMOND    KY,-50.0,Carrabbas
282,6/4/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-12.61,Kroger
283,6/4/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-728.52,Leinbach Rent
284,6/6/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA,-4.99,Amazon
285,6/6/2018,DEBIT,DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI,-25.19,Delta Dental
286,6/6/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-33.9,Kroger
287,6/7/2018,DEBIT,DEBIT PURCHASE -VISA APL* ITUNES.COM/866-712-7753CA,-6.35,iTunes
288,6/8/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,2242.93,Conduent
289,6/8/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
290,6/8/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-16.32,Kroger
291,6/11/2018,DEBIT,DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY,-5.29,Spotify
292,6/11/2018,DEBIT,DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA,-13.77,Amazon
293,6/11/2018,DEBIT,DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA,-16.0,Amazon
294,6/11/2018,DEBIT,DEBIT PURCHASE -VISA SAMSCLUB #8188  LEXINGTON   KY,-43.38,Sams Club
295,6/11/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-36.26,Costco
296,6/12/2018,DEBIT,DEBIT PURCHASE -VISA SQ *GOODFELLAS Mgosq.com    KY,-18.97,Goodfellas Pizza
297,6/13/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA,-13.23,Amazon
298,6/14/2018,DEBIT,DEBIT PURCHASE -VISA EYEBUYDIRECT INC512-241-0654TX,-33.91,Eyebuydirect
299,6/15/2018,DEBIT,DEBIT PURCHASE -VISA ZAXBY'S #31303  LEXINGTON   KY,-6.88,Zaxby's
300,6/15/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.96,Kroger
301,6/15/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-0.99,Kroger
302,6/15/2018,DEBIT,DEBIT PURCHASE -VISA Audible         adbl.co/billNJ,-15.85,Audible
303,6/15/2018,DEBIT,DEBIT PURCHASE COSTCO WHSE #115LEXINGTON   KY,-243.77,Costco
304,6/18/2018,CREDIT,ATM DEPOSIT US BANK RICHMONDLEXINGTON   KYUS1,343.77,US Bank
305,6/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-10.66,Kroger
306,6/18/2018,DEBIT,DEBIT PURCHASE -VISA GAMESTOP #839   LEXINGTON   KY,-40.0,Gamestop
307,6/18/2018,DEBIT,DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY,-10.05,Target
308,6/18/2018,DEBIT,DEBIT PURCHASE -VISA 51901 - NORTH LILEXINGTON   KY,-10.0,North Li
309,6/18/2018,DEBIT,DEBIT PURCHASE -VISA WEST MAIN CRAFTILEXINGTON   KY,-27.26,West Main
310,6/18/2018,DEBIT,DEBIT PURCHASE -VISA SQ *GOODFELLAS MLEXINGTON   KY,-8.53,Goodfellas Pizza
311,6/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-38.54,Kroger
312,6/18/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
313,6/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-12.92,Kroger
314,6/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.89,Kroger
315,6/19/2018,DEBIT,DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA,-14.09,Steam
316,6/19/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-4.48,Kroger
317,6/20/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA,-55.31,Amazon
318,6/21/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-4.48,Kroger
319,6/22/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1414.65,Conduent
320,6/22/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-3.49,Kroger
321,6/22/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-59.34,Kroger
322,6/25/2018,DEBIT,DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH,-70.82,Suite Solutions
323,6/25/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
324,6/25/2018,DEBIT,DEBIT PURCHASE -VISA DICK'S CLOTHING&LEXINGTON   KY,-25.44,Dick's
325,6/25/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
326,6/25/2018,DEBIT,DEBIT PURCHASE -VISA INSOMNIA COOKIESLEXINGTON   KY,-9.33,Insomia Cookies
327,6/25/2018,DEBIT,DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA,-39.73,Steam
328,6/25/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
329,6/25/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-73.15,Blue Grass Energy
330,6/25/2018,DEBIT,DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA,-4.99,Steam
331,6/25/2018,DEBIT,DEBIT PURCHASE -VISA THE VILLAGE IDIOLEXINGTON   KY,-100.0,The Village Idiot
332,6/25/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-14.61,Kroger
333,6/25/2018,DEBIT,DEBIT PURCHASE -VISA Amazon Services-866-321-8851WA,-3.17,Amazon
334,6/25/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
335,6/26/2018,CREDIT,ELECTRONIC DEPOSIT VENMO,0.34,Venmo
336,6/26/2018,CREDIT,ELECTRONIC DEPOSIT VENMO,0.17,Venmo
337,6/26/2018,DEBIT,DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA,-4.96,Steam
338,6/26/2018,DEBIT,DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA,-10.49,Steam
339,6/26/2018,DEBIT,DEBIT PURCHASE -VISA Steamgames.com42425-9522985 WA,-15.73,Steam
340,6/26/2018,DEBIT,DEBIT PURCHASE -VISA STEAMGAMES.COM 4425-8899642 WA,-9.99,Steam
341,6/26/2018,DEBIT,DEBIT PURCHASE -VISA HOTEL ACCOMMODAT888-8923818 AZ,-245.2,El Taco Luchador
342,6/26/2018,DEBIT,WEB AUTHORIZED PMT VENMO,-0.17,Venmo
343,6/26/2018,DEBIT,WEB AUTHORIZED PMT VENMO,-0.34,Venmo
344,6/27/2018,DEBIT,DEBIT PURCHASE -VISA TM *THE FORECAST800-653-8000CA,-82.85,The Village Idiot
345,6/27/2018,DEBIT,DEBIT PURCHASE -VISA TM *THE FORECAST800-653-8000CA,-93.1,The Village Idiot
346,6/27/2018,DEBIT,WEB AUTHORIZED PMT CAPITAL ONE,-158.79,Capital One
347,6/28/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA,-21.45,Amazon
348,6/29/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
349,7/2/2018,CREDIT,ELECTRONIC DEPOSIT VENMO,100.0,Venmo
350,7/2/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
351,7/2/2018,DEBIT,DEBIT PURCHASE -VISA SQ *ROBERTS HEAVLEXINGTON   KY,-125.0,Roberts Heavy Duty
352,7/2/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-20.21,Kroger
353,7/2/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-10.97,Kroger
354,7/2/2018,DEBIT,DEBIT PURCHASE -VISA SQ *PRETZEL TWISLEXINGTON   KY,-14.08,Pretzel Twist
355,7/2/2018,DEBIT,DEBIT PURCHASE - VISA GOOGLE *YouTube 855-836-3987CA,-40.0,Google
356,7/2/2018,DEBIT,DEBIT PURCHASE -VISA SAMS CLUB #8188 LEXINGTON   KY,-32.95,Sams Club
357,7/3/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-20.31,Kroger
358,7/3/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-736.44,Leinbach Rent
359,7/5/2018,DEBIT,DEBIT PURCHASE -VISA TOTAL WINE AND MLEXINGTON   KY,-38.14,Total Wine
360,7/6/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1305.61,Conduent
361,7/6/2018,DEBIT,DEBIT PURCHASE -VISA JOE BOLOGNA`S   LEXINGTON   KY,-18.79,Joe Bologna
362,7/6/2018,DEBIT,DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI,-25.19,Delta Dental
363,7/6/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-12.92,Kroger
364,7/6/2018,DEBIT,DEBIT PURCHASE -VISA BLAZE PIZZA THE LEXINGTON   KY,-22.26,Blaze Pizza
365,7/9/2018,DEBIT,DEBIT PURCHASE -VISA SQ *COMMON GROUNLEXINGTON   KY,-5.95,Common Grounds
366,7/9/2018,DEBIT,DEBIT PURCHASE -VISA MITCHELL DELI   NASHVILLE   TN,-12.55,Mitchell Deli
367,7/9/2018,DEBIT,DEBIT PURCHASE -VISA LYFT   *RIDE FRILYFT.COM    CA,-26.38,Lyft
368,7/9/2018,DEBIT,DEBIT PURCHASE -VISA FANDANGO.COM    FANDANGO.COMCA,-13.18,Fandango
369,7/9/2018,DEBIT,DEBIT PURCHASE -VISA TM *TICKETMASTER800-653-8000CA,-145.0,Ticketmaster
370,7/9/2018,DEBIT,ATM WITHDRAWAL 227  SHELBY AVE NASHVILLE   TNUS1,-42.75,El Taco Luchador
371,7/9/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-36.85,Kroger
372,7/9/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-51.89,Costco
373,7/9/2018,DEBIT,DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY,-5.29,Spotify
374,7/10/2018,DEBIT,DEBIT PURCHASE - VISA AmazonPrime Membamzn.com/prmWA,-13.77,Amazon
375,7/10/2018,DEBIT,DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA,-16.0,Amazon
376,7/13/2018,DEBIT,DEBIT PURCHASE -VISA BP#2661320SALYERSALYERSVILLEKY,-13.0,BP
377,7/13/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-73.12,Costco
378,7/13/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-8.63,Kroger
379,7/13/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-13.77,Kroger
380,7/13/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-28.47,Kroger
381,7/16/2018,DEBIT,DEBIT PURCHASE -VISA EL TACO LUCHADORLOUISVILLE  KY,-12.72,El Taco Luchador
382,7/16/2018,DEBIT,DEBIT PURCHASE -VISA FORECASTLE MUSICLOUISVILLE  KY,-20.0,Forecastle
383,7/16/2018,DEBIT,DEBIT PURCHASE - VISA DSC*DOLLAR SHAVE866-2232780 CA,-3.0,Dollar Shave Club
384,7/16/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
385,7/16/2018,DEBIT,DEBIT PURCHASE -VISA FANDANGO.COM    866-857-5191CA,-19.0,Fandango
386,7/16/2018,DEBIT,ATM WITHDRAWAL 100 W BROADWAY  LOUISVILLE  KYUS1,-22.99,BR Factory
387,7/16/2018,DEBIT,DEBIT PURCHASE -VISA FORECASTLE MUSICLOUISVILLE  KY,-11.0,Forecastle
388,7/16/2018,DEBIT,DEBIT PURCHASE -VISA Audible         adbl.co/billNJ,-15.85,Audible
389,7/17/2018,DEBIT,DEBIT PURCHASE -VISA EYEBUYDIRECT INC512-241-0654TX,-96.62,Eyebuydirect
390,7/18/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
391,7/18/2018,DEBIT,DEBIT PURCHASE ENCLAVE HARTLANDLEXINGTON   KY,-104.0,Enclave
392,7/19/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
393,7/20/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1387.95,Conduent
394,7/20/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA,-30.73,Amazon
395,7/20/2018,DEBIT,DEBIT PURCHASE -VISA WHISKEY BEAR    LEXINGTON   KY,-48.0,Whiskey Bear
396,7/20/2018,DEBIT,DEBIT PURCHASE -VISA LYFT   *RIDE WEDLYFT.COM    CA,-9.08,Lyft
397,7/20/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
398,7/20/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL  402-935-7733CA,-5.39,Humble
399,7/23/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA,-171.18,Amazon
400,7/23/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *BLIZZARD402-935-7733CA,-14.99,PayPal
401,7/23/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      AMZN.COM/BILWA,-95.39,Amazon
402,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-13.35,Kroger
403,7/23/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
404,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #347     LEXINGTON   KY,-13.57,Kroger
405,7/23/2018,DEBIT,DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH,-70.82,Suite Solutions
406,7/23/2018,DEBIT,DEBIT PURCHASE -VISA APL* ITUNES.COM/866-712-7753CA,-3.17,iTunes
407,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-35.71,Kroger
408,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-11.12,Kroger
409,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-8.56,Kroger
410,7/23/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
411,7/23/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-49.81,Kroger
412,7/23/2018,0000000178,CHECK,-100.0,Check
413,7/24/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM AMZN.AMZN.COM/BILWA,-20.13,Amazon
414,7/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.53,Kroger
415,7/24/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
416,7/25/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
417,7/25/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-78.69,Blue Grass Energy
418,7/25/2018,DEBIT,DEBIT PURCHASE -VISA STEAMGAMES.COM  425-889-9642WA,-14.13,Steam
419,7/26/2018,DEBIT,DEBIT PURCHASE -VISA Audible         adbl.co/billNJ,-10.55,Audible
420,7/27/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-8.94,Kroger
421,7/27/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-39.24,Kroger
422,7/27/2018,DEBIT,DEBIT PURCHASE KROGER #7 4750 HLEXINGTON   KY---- You Requested $10.00 in Cash Back,-10.0,Kroger
423,7/30/2018,DEBIT,DEBIT PURCHASE -VISA COOK OUT LEXINGTLEXINGTON   KY,-6.34,Cook Out
424,7/30/2018,DEBIT,DEBIT PURCHASE -VISA PAZZOS PIZZA PUBLEXINGTON   KY,-7.3,Pazzos
425,7/30/2018,DEBIT,DEBIT PURCHASE -VISA MAGEE`S BAKERY  LEXINGTON   KY,-20.37,Magee's Bakery
426,7/30/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
427,7/30/2018,DEBIT,DEBIT PURCHASE -VISA GHIRARDELLI #142SIMPSONVILLEKY,-1.17,North Li
428,7/30/2018,DEBIT,DEBIT PURCHASE -VISA ADIDAS 6244     SIMPSONVILLEKY,-40.26,Adidas
429,7/30/2018,DEBIT,DEBIT PURCHASE -VISA GAP OUTLET US 24SIMPSONVILLEKY,-63.56,Gap
430,7/30/2018,DEBIT,DEBIT PURCHASE -VISA BR FACTORY US 12SIMPSONVILLEKY,-29.68,BR Factory
431,7/30/2018,DEBIT,DEBIT PURCHASE -VISA GREAT AMERICAN CSIMPSONVILLEKY,-7.37,Great Clips
432,7/30/2018,DEBIT,DEBIT PURCHASE -VISA TOTAL WINE AND MLEXINGTON   KY,-17.44,Total Wine
433,7/30/2018,DEBIT,DEBIT PURCHASE -VISA JOSEPH- BETH BOOLEXINGTON   KY,-10.59,Joseph Beth Bookstore
434,7/30/2018,DEBIT,DEBIT PURCHASE -VISA SAMS CLUB #8188 LEXINGTON   KY,-64.89,Sams Club
435,7/30/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.27,Kroger
436,7/31/2018,DEBIT,DEBIT PURCHASE -VISA PIZZA HUT 998000PITTSBURG   KS,-29.48,Mod Pizza
437,7/31/2018,DEBIT,DEBIT PURCHASE -VISA AMAZON MKTPLACE WWW.AMAZON.CWA,-39.98,Amazon
438,7/31/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-4.08,Kroger
439,8/2/2018,DEBIT,DEBIT PURCHASE -VISA BOYD THORNTON   LEXINGTON   KY,-188.5,Boyd Thornton
440,8/2/2018,DEBIT,DEBIT PURCHASE -VISA CARSONS FOOD ANDLEXINGTON   KY,-99.04,Carsons
441,8/2/2018,DEBIT,WEB AUTHORIZED PMT CAPITAL ONE,-141.6,Capital One
442,8/3/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1355.97,Conduent
443,8/6/2018,DEBIT,DEBIT PURCHASE -VISA THE MERRICK INN LEXINGTON   KY,-10.0,The Village Idiot
444,8/6/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #347     LEXINGTON   KY,-14.83,Kroger
445,8/6/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-9.47,Kroger
446,8/6/2018,DEBIT,DEBIT PURCHASE -VISA TRADER JOE'S #62LEXINGTON   KY,-42.83,Trade Joe's
447,8/6/2018,DEBIT,DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI,-25.19,Delta Dental
448,8/6/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-13.2,Kroger
449,8/6/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-265.57,Leinbach Rent
450,8/7/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
451,8/7/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-525.0,Leinbach Rent
452,8/8/2018,DEBIT,DEBIT PURCHASE -VISA APPLIANCE WAREHO972-4169511 TX,-82.52,North Li
453,8/9/2018,DEBIT,DEBIT PURCHASE -VISA AMZN MKTP US AMZAMZN.COM/BILWA,-10.77,Amazon
454,8/9/2018,DEBIT,DEBIT PURCHASE -VISA AMZN InstallmentAMZN.COM/BILWA,-15.99,Amazon
455,8/9/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      Amzn.com/bilWA,-22.69,Amazon
456,8/9/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-7.22,Kroger
457,8/9/2018,DEBIT,DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY,-5.29,Spotify
458,8/10/2018,DEBIT,DEBIT PURCHASE - VISA Amazon Prime    Amzn.com/bilWA,-126.14,Amazon
459,8/10/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-8.47,Kroger
460,8/13/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-55.74,Costco
461,8/13/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-3.7,Kroger
462,8/13/2018,DEBIT,DEBIT PURCHASE -VISA SQ *COMMON GROUNLexington   KY,-5.0,Common Grounds
463,8/13/2018,DEBIT,DEBIT PURCHASE -VISA EIFFELPIZZA     SLICELIFE.CONY,-13.28,Mod Pizza
464,8/13/2018,DEBIT,DEBIT PURCHASE -VISA AMZN DIGITAL 888888-802-3080WA,-3.99,Amazon
465,8/13/2018,DEBIT,DEBIT PURCHASE -VISA LOWES #00507*   LEXINGTON   KY,-16.99,Lowes
466,8/13/2018,DEBIT,DEBIT PURCHASE -VISA MARSHALLS #0730 LEXINGTON   KY,-16.94,Marshalls
